video_id,trending_date,channel_title,category_id,views,likes,dislikes,comment_count,comments_disabled,ratings_disabled,state,lat,lon,geometry,category
zH2QWFmKqpQ,2017-11-14,Namma Kannada TV,24,40576,180,41,30,FALSO,FALSO,Jammu And Kashmir,34.29995933,74.46665849,POINT (74.46665849 34.29995933),Entertainment
LWkkT7y0sa4,2017-11-15,Akashi Tv,24,881751,4833,784,416,FALSO,FALSO,Sikkim,27.3333303,88.6166475,POINT (88.6166475 27.3333303),Entertainment
kJzGH0PVQHQ,2017-11-15,Filmylooks,24,857223,996,860,158,FALSO,FALSO,Jammu And Kashmir,34.29995933,74.46665849,POINT (74.46665849 34.29995933),Entertainment
KObFEYCaRx8,2017-11-15,Top Telugu Media,24,343346,1283,208,62,FALSO,FALSO,Rajasthan,26.44999921,74.63998124,POINT (74.63998124 26.44999921),Entertainment
j5Wc2tk1E_c,2017-11-15,Pradeep Machiraju,22,325990,3646,60,219,FALSO,FALSO,Rajasthan,26.44999921,74.63998124,POINT (74.63998124 26.44999921),People & Blogs
10L1hZ9qa58,2017-11-15,TFPC,24,680789,2701,346,233,FALSO,FALSO,Manipur,24.79997072,93.95001705,POINT (93.95001705 24.79997072),Entertainment
rdnSMooiSfY,2017-11-15,ABN Telugu,25,229544,1189,160,0,VERDADERO,FALSO,Chhattisgarh,22.09042035,82.15998734,POINT (82.15998734 22.09042035),News & Politics
P-pycrmifwU,2017-11-15,NewsQube,24,988211,3079,898,253,FALSO,FALSO,Orissa,19.82042971,85.90001746,POINT (85.90001746 19.82042971),Entertainment
Ulz2Pg-aLkY,2017-11-15,ABP NEWS,22,661348,1160,964,679,FALSO,FALSO,Haryana,28.45000633,77.01999101,POINT (77.01999101 28.45000633),People & Blogs
LLF_PS4r6Ik,2017-11-15,Asianet,24,658053,3153,269,236,FALSO,FALSO,Arunachal Pradesh,27.10039878,93.61660071,POINT (93.61660071 27.10039878),Entertainment
NXcGCGGtJI0,2017-11-15,Girliyapa,22,327020,15005,606,867,FALSO,FALSO,Assam,26.7499809,94.21666744,POINT (94.21666743999999 26.7499809),People & Blogs
f2GeSskSsy8,2017-11-15,Nakkheeran TV,25,311713,3861,381,569,FALSO,FALSO,Mizoram,23.71039899,92.72001461,POINT (92.72001461000001 23.71039899),News & Politics
pbFr2Vb5hK0,2017-11-15,Gopi Sundar Music Company,10,210973,672,353,146,FALSO,FALSO,Uttaranchal,30.32040895,78.05000565,POINT (78.05000565 30.32040895),Music
SaT0lLpb0RQ,2017-11-15,SANDALWOOD REVIEWS,24,69392,212,84,7,FALSO,FALSO,Tripura,23.83540428,91.27999914,POINT (91.27999914 23.83540428),Entertainment
y8uB4JpFSBY,2017-11-15,Movie Reviews,25,332705,305,496,0,VERDADERO,FALSO,Uttar Pradesh,27.59998069,78.05000565,POINT (78.05000565 27.59998069),News & Politics
cpkxJ1y_0V4,2017-11-15,Puthiya Thalaimurai TV,25,126781,424,275,201,FALSO,FALSO,Chhattisgarh,22.09042035,82.15998734,POINT (82.15998734 22.09042035),News & Politics
EJVvdjDGnak,2017-11-15,Top Telugu TV,24,566770,627,311,63,FALSO,FALSO,Uttar Pradesh,27.59998069,78.05000565,POINT (78.05000565 27.59998069),Entertainment
V2VquEl3zzE,2017-11-15,Black Sheep,24,237512,9427,420,964,FALSO,FALSO,Assam,26.7499809,94.21666744,POINT (94.21666743999999 26.7499809),Entertainment
7gShaSuK_PY,2017-11-15,Next Gen,22,223867,480,156,39,FALSO,FALSO,Uttar Pradesh,27.59998069,78.05000565,POINT (78.05000565 27.59998069),People & Blogs
9e-90Sz_iN0,2017-11-15,Flowers Comedy,24,297211,2327,201,342,FALSO,FALSO,Chandigarh,30.71999697,76.78000565,POINT (76.78000565000001 30.71999697),Entertainment
a8G-vVFKm4M,2017-11-15,RadaanMedia,24,303877,1658,287,201,FALSO,FALSO,Andhra Pradesh,14.7504291,78.57002559,POINT (78.57002559 14.7504291),Entertainment
zFrllD9D9HM,2017-11-15,TV9 Today,24,53290,166,372,183,FALSO,FALSO,Puducherry,11.93499371,79.83000037,POINT (79.83000036999999 11.93499371),Entertainment
Fvg3EkAp15E,2017-11-15,Smile Settai,23,123911,9576,167,936,FALSO,FALSO,Puducherry,11.93499371,79.83000037,POINT (79.83000036999999 11.93499371),Comedy
K6JyjjNnTlg,2017-11-15,NewsGlitz - Next Generation Tamil News Channel,25,267990,2545,305,359,FALSO,FALSO,Chandigarh,30.71999697,76.78000565,POINT (76.78000565000001 30.71999697),News & Politics
bHX-8h6OKi8,2017-11-15,T-Series Apna Punjab,10,160856,2983,134,114,FALSO,FALSO,Chandigarh,30.71999697,76.78000565,POINT (76.78000565000001 30.71999697),Music
KHxdrECEsD0,2017-11-15,The Voice India Kids,24,662199,3226,348,265,FALSO,FALSO,Arunachal Pradesh,27.10039878,93.61660071,POINT (93.61660071 27.10039878),Entertainment
Ik9JXtQDqmU,2017-11-15,Modi again in 2019,2,231016,1157,373,420,FALSO,FALSO,Haryana,28.45000633,77.01999101,POINT (77.01999101 28.45000633),Autos & Vehicles
q0-SCcsuSSs,2017-11-15,I News,25,84171,0,0,21,FALSO,VERDADERO,Haryana,28.45000633,77.01999101,POINT (77.01999101 28.45000633),News & Politics
PVyuSPi0brM,2017-11-15,Ayurved Samadhan,26,142890,1272,131,54,FALSO,FALSO,Dadra And Nagar Haveli,20.26657819,73.01661779999999,POINT (73.01661780000001 20.26657819),Howto & Style
YbWw3kVdsPs,2017-11-15,Mazhavil Manorama,24,184479,657,169,210,FALSO,FALSO,Mizoram,23.71039899,92.72001461,POINT (92.72001461000001 23.71039899),Entertainment
MfB_zSC70J0,2017-11-15,Tarang TV,24,61702,273,57,34,FALSO,FALSO,Chandigarh,30.71999697,76.78000565,POINT (76.78000565000001 30.71999697),Entertainment
hJ6nM40tuKQ,2017-11-15,Malayalam Media,24,325334,5693,159,328,FALSO,FALSO,Punjab,31.51997398,75.98000281,POINT (75.98000281 31.51997398),Entertainment
vkr74kiEPM4,2017-11-15,Shudh Desi Endings,23,129570,5706,792,790,FALSO,FALSO,Bihar,25.78541445,87.4799727,POINT (87.4799727 25.78541445),Comedy
bFcHu8jCBRw,2017-11-15,Saas Bahu Aur Betiyaan,24,83576,511,43,171,FALSO,FALSO,Meghalaya,25.57049217,91.8800142,POINT (91.88001420000001 25.57049217),Entertainment
g6ydk-TTdYM,2017-11-15,The Screen Patti,24,277287,10310,738,561,FALSO,FALSO,Chhattisgarh,22.09042035,82.15998734,POINT (82.15998734 22.09042035),Entertainment
gUlzhZ1ETXg,2017-11-15,FilterCopy,23,298473,11836,219,610,FALSO,FALSO,Manipur,24.79997072,93.95001705,POINT (93.95001705 24.79997072),Comedy
V8b805Xk6KU,2017-11-15,SnG Comedy,23,30969,1019,19,148,FALSO,FALSO,Lakshadweep,10.56257331,72.63686717,POINT (72.63686717 10.56257331),Comedy
mhV_vlCc2y8,2017-11-15,Urban Studios,24,49903,105,30,7,FALSO,FALSO,Andaman And Nicobar,11.66702557,92.73598262,POINT (92.73598262 11.66702557),Entertainment
iNQiWRdqYb0,2017-11-15,etvteluguindia,24,182089,918,94,79,FALSO,FALSO,Meghalaya,25.57049217,91.8800142,POINT (91.88001420000001 25.57049217),Entertainment
7U1LJYwTzQM,2017-11-15,V6 News Telugu,25,217750,1652,139,144,FALSO,FALSO,Andaman And Nicobar,11.66702557,92.73598262,POINT (92.73598262 11.66702557),News & Politics
2nn-UJIqTNA,2017-11-15,Eagle Media Works,24,50323,88,59,17,FALSO,FALSO,Manipur,24.79997072,93.95001705,POINT (93.95001705 24.79997072),Entertainment
uCU5Bc2Q6pc,2017-11-15,VisionTimeTamil,24,109639,722,139,34,FALSO,FALSO,Dadra And Nagar Haveli,20.26657819,73.01661779999999,POINT (73.01661780000001 20.26657819),Entertainment
KmTGHO9if3o,2017-11-15,Sony PAL,24,266941,1075,150,127,FALSO,FALSO,Punjab,31.51997398,75.98000281,POINT (75.98000281 31.51997398),Entertainment
Dp1Vb81ifb0,2017-11-15,Study IQ education,27,55663,2869,36,641,FALSO,FALSO,Andaman And Nicobar,11.66702557,92.73598262,POINT (92.73598262 11.66702557),Education
y5TM_K-ldDs,2017-11-15,Moviebuff Tamil,24,114529,2267,90,47,FALSO,FALSO,Karnataka,12.57038129,76.91999711,POINT (76.91999711 12.57038129),Entertainment
TQypXve0Ork,2017-11-15,Vijay Television,24,259440,1324,218,135,FALSO,FALSO,Chandigarh,30.71999697,76.78000565,POINT (76.78000565000001 30.71999697),Entertainment
yPOnlqGGGGU,2017-11-15,mallemalatv,24,382852,2805,165,356,FALSO,FALSO,Tamil Nadu,12.92038576,79.15004187,POINT (79.15004187 12.92038576),Entertainment
Ukjn7A9L7vY,2017-11-15,SDI Channel,27,150609,4076,289,169,FALSO,FALSO,Orissa,19.82042971,85.90001746,POINT (85.90001746 19.82042971),Education
TFneepFU0Dc,2017-11-15,Namma Karunadu ನಮ್ಮ ಕರುನಾಡು,24,83168,134,118,44,FALSO,FALSO,Haryana,28.45000633,77.01999101,POINT (77.01999101 28.45000633),Entertainment
MF9ovM9y0PE,2017-11-15,DREAMS N BEYOND,1,300412,8740,80,480,FALSO,FALSO,Himachal Pradesh,31.10002545,77.16659704,POINT (77.16659704 31.10002545),Film & Animation
VwBb77AZOxI,2017-11-15,News Mantra,24,254300,233,201,6,FALSO,FALSO,Maharashtra,19.25023195,73.16017493,POINT (73.16017493 19.25023195),Entertainment
GL1hj67Er8c,2017-11-15,ETV Plus India,23,219445,1225,126,220,FALSO,FALSO,Tripura,23.83540428,91.27999914,POINT (91.27999914 23.83540428),Comedy
0SMKG3SRGzQ,2017-11-15,TV9 Telugu,19,202954,633,55,23,FALSO,FALSO,Goa,15.491997,73.81800065,POINT (73.81800065 15.491997),Travel & Events
5xsWmHAkQhw,2017-11-15,Shreya Jain,26,47599,3100,152,463,FALSO,FALSO,Uttaranchal,30.32040895,78.05000565,POINT (78.05000565 30.32040895),Howto & Style
Rrqv9-zOlu0,2017-11-15,HOTNEWS TELUGU,22,100010,0,0,40,FALSO,VERDADERO,Uttaranchal,30.32040895,78.05000565,POINT (78.05000565 30.32040895),People & Blogs
pGBRAKrYwEw,2017-11-15,Gossip Adda,24,48944,84,74,16,FALSO,FALSO,Delhi,28.6699929,77.23000403,POINT (77.23000403 28.6699929),Entertainment
7MeCnwGvVI8,2017-11-15,National Dastak,25,101269,1805,152,199,FALSO,FALSO,Jharkhand,23.80039349,86.41998572,POINT (86.41998572 23.80039349),News & Politics
IWaW35OaLBU,2017-11-15,SET India,24,96042,530,73,46,FALSO,FALSO,Tamil Nadu,12.92038576,79.15004187,POINT (79.15004187 12.92038576),Entertainment
uR5ucuK7Ssk,2017-11-15,Around Telugu,24,176363,177,100,0,VERDADERO,FALSO,Andhra Pradesh,14.7504291,78.57002559,POINT (78.57002559 14.7504291),Entertainment
tFM-GNSeXzw,2017-11-15,Hindi Khabar,25,144742,189,128,34,FALSO,FALSO,Orissa,19.82042971,85.90001746,POINT (85.90001746 19.82042971),News & Politics
WEH64_sLRsc,2017-11-15,Magical Nuskhe,26,66725,807,69,23,FALSO,FALSO,Delhi,28.6699929,77.23000403,POINT (77.23000403 28.6699929),Howto & Style
KjJ6jg2Zic8,2017-11-15,Ayurved Tips in Hindi,26,487379,3187,727,192,FALSO,FALSO,Himachal Pradesh,31.10002545,77.16659704,POINT (77.16659704 31.10002545),Howto & Style
uJADNiqa7rM,2017-11-15,Adda247 :Official Channel of BankersAdda & SSCAdda,27,26011,839,37,123,FALSO,FALSO,Tripura,23.83540428,91.27999914,POINT (91.27999914 23.83540428),Education
wh_hDwv5vug,2017-11-15,only ias,27,26395,0,0,0,VERDADERO,VERDADERO,Maharashtra,19.25023195,73.16017493,POINT (73.16017493 19.25023195),Education
XZsTzaBizs8,2017-11-15,THIRU TV,24,151529,580,146,32,FALSO,FALSO,Maharashtra,19.25023195,73.16017493,POINT (73.16017493 19.25023195),Entertainment
9Fg_C0In88g,2017-11-15,Polimer News,25,91377,449,57,62,FALSO,FALSO,Andaman And Nicobar,11.66702557,92.73598262,POINT (92.73598262 11.66702557),News & Politics
yEMSUnFCf2o,2017-11-15,BookMyTV,24,133609,763,65,243,FALSO,FALSO,Tamil Nadu,12.92038576,79.15004187,POINT (79.15004187 12.92038576),Entertainment
B4FySeq6DIo,2017-11-15,Pyara Hindustan,25,103279,2083,101,220,FALSO,FALSO,Rajasthan,26.44999921,74.63998124,POINT (74.63998124 26.44999921),News & Politics
ShoT7k3w6_M,2017-11-15,Sorabh Pant,23,17506,1439,30,75,FALSO,FALSO,Haryana,28.45000633,77.01999101,POINT (77.01999101 28.45000633),Comedy
_uS0hwCS2II,2017-11-15,Brijnaari Sumi,22,103810,1193,158,93,FALSO,FALSO,Haryana,28.45000633,77.01999101,POINT (77.01999101 28.45000633),People & Blogs
t7I8EBOTx8Y,2017-11-15,Manorama Music Songs,10,128872,2297,59,112,FALSO,FALSO,Delhi,28.6699929,77.23000403,POINT (77.23000403 28.6699929),Music
jLsNEN-rnG0,2017-11-15,Shahrukh K Adnan,23,17900,2210,49,240,FALSO,FALSO,Orissa,19.82042971,85.90001746,POINT (85.90001746 19.82042971),Comedy
ujWrAy1oRc8,2017-11-15,Quick Reaction Team,23,29133,1761,54,580,FALSO,FALSO,Madhya Pradesh,21.30039105,76.13001949,POINT (76.13001949 21.30039105),Comedy
caUHggmbKFs,2017-11-15,YOYO Cine Talkies,24,37559,69,18,9,FALSO,FALSO,Himachal Pradesh,31.10002545,77.16659704,POINT (77.16659704 31.10002545),Entertainment
GCo-kUYSPmw,2017-11-15,Saregama TVShows,24,172636,885,142,76,FALSO,FALSO,Uttar Pradesh,27.59998069,78.05000565,POINT (78.05000565 27.59998069),Entertainment
dmIn_HJ6AJY,2017-11-15,zeemarathi,24,33648,109,5,5,FALSO,FALSO,Maharashtra,19.25023195,73.16017493,POINT (73.16017493 19.25023195),Entertainment
jElRtesCnlA,2017-11-15,Sathiyam News,25,59182,0,0,15,FALSO,VERDADERO,Goa,15.491997,73.81800065,POINT (73.81800065 15.491997),News & Politics
3Kwpk9J8tJM,2017-11-15,Colors TV,24,97993,327,57,339,FALSO,FALSO,Uttaranchal,30.32040895,78.05000565,POINT (78.05000565 30.32040895),Entertainment
OK297-PAEs0,2017-11-15,Star Maa,24,103035,714,52,50,FALSO,FALSO,Uttaranchal,30.32040895,78.05000565,POINT (78.05000565 30.32040895),Entertainment
NDuOXWe4KW8,2017-11-15,Kollywood Talk,2,147609,1427,152,84,FALSO,FALSO,Puducherry,11.93499371,79.83000037,POINT (79.83000036999999 11.93499371),Autos & Vehicles
ZLFwFwKZCGg,2017-11-15,Ondraga Entertainment,1,50655,946,35,26,FALSO,FALSO,Karnataka,12.57038129,76.91999711,POINT (76.91999711 12.57038129),Film & Animation
GqdUSoPDkeo,2017-11-15,वास्तु उपाय,22,50424,455,122,12,FALSO,FALSO,Lakshadweep,10.56257331,72.63686717,POINT (72.63686717 10.56257331),People & Blogs
ZrEP2EuSufc,2017-11-15,Oneindia Malayalam | വണ്‍ഇന്ത്യ മലയാളം,25,95588,359,43,80,FALSO,FALSO,Puducherry,11.93499371,79.83000037,POINT (79.83000036999999 11.93499371),News & Politics
UTVFNrRwL1o,2017-11-15,BiscootTV,24,802933,2851,701,214,FALSO,FALSO,Arunachal Pradesh,27.10039878,93.61660071,POINT (93.61660071 27.10039878),Entertainment
zdiBM3qjIcI,2017-11-15,Irahul Vohra,23,33297,2985,81,217,FALSO,FALSO,Maharashtra,19.25023195,73.16017493,POINT (73.16017493 19.25023195),Comedy
klabrXbvqU4,2017-11-15,Aaj Tak,25,78408,718,103,105,FALSO,FALSO,Chandigarh,30.71999697,76.78000565,POINT (76.78000565000001 30.71999697),News & Politics
4tEqzEo5uKY,2017-11-15,SumanTV,26,103430,1034,90,53,FALSO,FALSO,Rajasthan,26.44999921,74.63998124,POINT (74.63998124 26.44999921),Howto & Style
y6YY8-k9Cwg,2017-11-15,SeeKen,27,132731,8309,120,837,FALSO,FALSO,Uttar Pradesh,27.59998069,78.05000565,POINT (78.05000565 27.59998069),Education
A0-Ri5Rciow,2017-11-15,Sadhguru,26,23831,1380,7,63,FALSO,FALSO,Kerala,8.900372741,76.56999263,POINT (76.56999263 8.900372741),Howto & Style
TTcgaz5u9U0,2017-11-15,TV9 Live,24,33752,97,174,136,FALSO,FALSO,Kerala,8.900372741,76.56999263,POINT (76.56999263 8.900372741),Entertainment
NhyolxnS-Qs,2017-11-15,Sheorans,24,321291,6676,722,330,FALSO,FALSO,Nagaland,25.6669979,94.11657019,POINT (94.11657019 25.6669979),Entertainment
Lo-DguXKxkk,2017-11-15,Friday Poster,24,162377,245,86,8,FALSO,FALSO,West Bengal,22.58039044,88.32994665,POINT (88.32994665 22.58039044),Entertainment
touLlrvDlys,2017-11-15,FilmiBeat,24,145896,620,102,568,FALSO,FALSO,Madhya Pradesh,21.30039105,76.13001949,POINT (76.13001949 21.30039105),Entertainment
UQ5M6AsmBUI,2017-11-15,ScoopWhoop,10,29917,3598,29,179,FALSO,FALSO,Nagaland,25.6669979,94.11657019,POINT (94.11657019 25.6669979),Music
49j_Tbl3HWU,2017-11-15,zeetv,24,170615,587,66,25,FALSO,FALSO,Manipur,24.79997072,93.95001705,POINT (93.95001705 24.79997072),Entertainment
q3eBCWAwVpo,2017-11-15,NTV Telugu,25,88114,182,24,9,FALSO,FALSO,Jharkhand,23.80039349,86.41998572,POINT (86.41998572 23.80039349),News & Politics
u84lPMD6UaE,2017-11-15,NewsMax,24,248319,651,100,8,FALSO,FALSO,Haryana,28.45000633,77.01999101,POINT (77.01999101 28.45000633),Entertainment
RGuAnFgu9ew,2017-11-15,News Express,24,430838,812,357,345,FALSO,FALSO,Goa,15.491997,73.81800065,POINT (73.81800065 15.491997),Entertainment
DZ9vgenKvDc,2017-11-15,TV9 NOW,24,34392,85,259,141,FALSO,FALSO,Assam,26.7499809,94.21666744,POINT (94.21666743999999 26.7499809),Entertainment
1bzpAtPDbxI,2017-11-15,Mahendra Guru : Online Videos For Govt. Exams,27,29839,1718,36,162,FALSO,FALSO,Karnataka,12.57038129,76.91999711,POINT (76.91999711 12.57038129),Education
puBq9Z5TpEw,2017-11-15,SOUTH FDFS,22,57224,165,151,7,FALSO,FALSO,Arunachal Pradesh,27.10039878,93.61660071,POINT (93.61660071 27.10039878),People & Blogs
nuI7FJKDo8w,2017-11-15,Madras Central,24,114520,7073,56,773,FALSO,FALSO,Kerala,8.900372741,76.56999263,POINT (76.56999263 8.900372741),Entertainment
XU6iH5LHwDw,2017-11-15,Mana Telugu,22,97260,444,40,0,VERDADERO,FALSO,Punjab,31.51997398,75.98000281,POINT (75.98000281 31.51997398),People & Blogs
AHWTbKVpukU,2017-11-15,TeluguOne,23,208145,1605,294,449,FALSO,FALSO,Bihar,25.78541445,87.4799727,POINT (87.4799727 25.78541445),Comedy
Q9WbsyxfnpI,2017-11-15,Gup Chup Masthi,24,9548,0,0,0,VERDADERO,VERDADERO,Puducherry,11.93499371,79.83000037,POINT (79.83000036999999 11.93499371),Entertainment
DClc5ZhpyWQ,2017-11-15,Calvary Temple Hyderabad,22,16685,1073,11,167,FALSO,FALSO,Assam,26.7499809,94.21666744,POINT (94.21666743999999 26.7499809),People & Blogs
5ILPvGB726A,2017-11-15,SAB TV,24,163829,584,125,101,FALSO,FALSO,Punjab,31.51997398,75.98000281,POINT (75.98000281 31.51997398),Entertainment
vetQ9MlYq_w,2017-11-15,The Wire,25,80936,4642,199,201,FALSO,FALSO,West Bengal,22.58039044,88.32994665,POINT (88.32994665 22.58039044),News & Politics
KPSK2qOPvuU,2017-11-15,Nisha Madhulika,26,117609,2727,124,743,FALSO,FALSO,Puducherry,11.93499371,79.83000037,POINT (79.83000036999999 11.93499371),Howto & Style
dA22FnCf0CI,2017-11-15,VTube Telugu,24,20237,63,10,3,FALSO,FALSO,Chandigarh,30.71999697,76.78000565,POINT (76.78000565000001 30.71999697),Entertainment
R_PvsjjXRz8,2017-11-15,Tamil Cine News,24,37421,69,21,5,FALSO,FALSO,Punjab,31.51997398,75.98000281,POINT (75.98000281 31.51997398),Entertainment
reoTUboruJ0,2017-11-15,TV9 Entertainment,24,54381,226,38,34,FALSO,FALSO,Maharashtra,19.25023195,73.16017493,POINT (73.16017493 19.25023195),Entertainment
A_XgvSkbCvM,2017-11-15,Cinemakkaryam,24,36332,457,8,29,FALSO,FALSO,Chhattisgarh,22.09042035,82.15998734,POINT (82.15998734 22.09042035),Entertainment
NMioU5WLbaY,2017-11-15,Tollywood King,24,36980,70,17,6,FALSO,FALSO,Puducherry,11.93499371,79.83000037,POINT (79.83000036999999 11.93499371),Entertainment
KskjXRkmJW4,2017-11-15,a2z Media,24,231696,181,301,37,FALSO,FALSO,Bihar,25.78541445,87.4799727,POINT (87.4799727 25.78541445),Entertainment
NTiSvK7c810,2017-11-15,TAMIL CINEMA CINI MINI,25,44914,62,34,2,FALSO,FALSO,Tamil Nadu,12.92038576,79.15004187,POINT (79.15004187 12.92038576),News & Politics
UnDJFsPwg7o,2017-11-15,Namma Kannada TV,24,46622,241,18,4,FALSO,FALSO,Jharkhand,23.80039349,86.41998572,POINT (86.41998572 23.80039349),Entertainment
Uf_rqW2yTgs,2017-11-15,9Roses Media,24,103541,86,126,8,FALSO,FALSO,Kerala,8.900372741,76.56999263,POINT (76.56999263 8.900372741),Entertainment
q20-e-nMAV8,2017-11-15,Garam Chai,24,26112,34,3,0,FALSO,FALSO,Orissa,19.82042971,85.90001746,POINT (85.90001746 19.82042971),Entertainment
fRY7UWGFvdc,2017-11-15,Malayalam News Time,22,240162,3874,215,140,FALSO,FALSO,Bihar,25.78541445,87.4799727,POINT (87.4799727 25.78541445),People & Blogs
Rhq6uJkoy_o,2017-11-15,Om Namoh Narayan,27,109000,1424,201,0,VERDADERO,FALSO,Nagaland,25.6669979,94.11657019,POINT (94.11657019 25.6669979),Education
2Drj_O8FH2U,2017-11-15,India News DastaK,22,44761,905,36,45,FALSO,FALSO,Nagaland,25.6669979,94.11657019,POINT (94.11657019 25.6669979),People & Blogs
B6IxqP9z9XE,2017-11-15,Tamil Pokkisham,24,228060,2804,165,478,FALSO,FALSO,Goa,15.491997,73.81800065,POINT (73.81800065 15.491997),Entertainment
f1xLsNNlaVk,2017-11-15,Comedy Central UK,23,219940,2924,170,369,FALSO,FALSO,Orissa,19.82042971,85.90001746,POINT (85.90001746 19.82042971),Comedy
cCE2o-HCEQA,2017-11-15,iGyaan,28,83551,3434,73,506,FALSO,FALSO,Nagaland,25.6669979,94.11657019,POINT (94.11657019 25.6669979),Science & Technology
EkfWXfbzS8k,2017-11-15,Trend Music,10,109014,2432,81,53,FALSO,FALSO,Goa,15.491997,73.81800065,POINT (73.81800065 15.491997),Music
gWZwfjfgwGs,2017-11-15,Think Music India,10,603817,14448,481,503,FALSO,FALSO,Puducherry,11.93499371,79.83000037,POINT (79.83000036999999 11.93499371),Music
rx5dx6HxBgg,2017-11-15,CINEMA LOKA,24,51128,39,62,21,FALSO,FALSO,Kerala,8.900372741,76.56999263,POINT (76.56999263 8.900372741),Entertainment
VKsGT2mPEfA,2017-11-15,Fully Filmy,1,23942,1367,39,250,FALSO,FALSO,Haryana,28.45000633,77.01999101,POINT (77.01999101 28.45000633),Film & Animation
4f20l8mdBh0,2017-11-15,Mulakuppadam Films,24,151604,3785,98,304,FALSO,FALSO,Chandigarh,30.71999697,76.78000565,POINT (76.78000565000001 30.71999697),Entertainment
xNfzGWB34b4,2017-11-15,citizen journalist,24,39638,69,25,15,FALSO,FALSO,Sikkim,27.3333303,88.6166475,POINT (88.6166475 27.3333303),Entertainment
wgamdaaM36I,2017-11-15,Kannada Bhakthi Channel,22,15777,0,0,8,FALSO,VERDADERO,Arunachal Pradesh,27.10039878,93.61660071,POINT (93.61660071 27.10039878),People & Blogs
DZFXaNpbMvI,2017-11-15,Dekho Dekho,25,160759,745,65,395,FALSO,FALSO,Puducherry,11.93499371,79.83000037,POINT (79.83000036999999 11.93499371),News & Politics
Dxg-ELOg-L4,2017-11-15,Cineulagam,24,127421,208,25,24,FALSO,FALSO,Karnataka,12.57038129,76.91999711,POINT (76.91999711 12.57038129),Entertainment
y6Zt8DYocdA,2017-11-15,ETV Andhra Pradesh,25,91153,384,57,38,FALSO,FALSO,Dadra And Nagar Haveli,20.26657819,73.01661779999999,POINT (73.01661780000001 20.26657819),News & Politics
fGIBFfRkxyU,2017-11-15,TFC News,25,46959,111,62,35,FALSO,FALSO,Manipur,24.79997072,93.95001705,POINT (93.95001705 24.79997072),News & Politics
ZJaR1RPrvkA,2017-11-15,Bhojpuri Tube,24,263610,1539,263,128,FALSO,FALSO,Uttaranchal,30.32040895,78.05000565,POINT (78.05000565 30.32040895),Entertainment
PnYrL1rK-z8,2017-11-15,Tv9 Gujarati,17,42816,169,55,85,FALSO,FALSO,Manipur,24.79997072,93.95001705,POINT (93.95001705 24.79997072),Sports
tzlF8oZd2BU,2017-11-15,Murari Ki Kocktail,1,289853,4088,417,683,FALSO,FALSO,Arunachal Pradesh,27.10039878,93.61660071,POINT (93.61660071 27.10039878),Film & Animation
qltp1qcIP1Y,2017-11-15,Blooup Tv,26,200516,2120,194,158,FALSO,FALSO,Sikkim,27.3333303,88.6166475,POINT (88.6166475 27.3333303),Howto & Style
ZGgWlec-82s,2017-11-15,TamilCrowd,24,76178,327,35,0,VERDADERO,FALSO,Lakshadweep,10.56257331,72.63686717,POINT (72.63686717 10.56257331),Entertainment
WYV4afdFEvs,2017-11-15,Natural HealthCare,26,132447,799,116,126,FALSO,FALSO,Goa,15.491997,73.81800065,POINT (73.81800065 15.491997),Howto & Style
Jwa0Qh1muyA,2017-11-15,Tollywood Nagar,24,65863,94,37,0,VERDADERO,FALSO,Uttar Pradesh,27.59998069,78.05000565,POINT (78.05000565 27.59998069),Entertainment
