video_id,trending_date,channel_title,category_id,views,likes,dislikes,comment_count,comments_disabled,ratings_disabled,state,lat,lon,geometry,category
zUZ1z7FwLc8,2017-11-14,HJ NEWS,25,590101,735,904,0,VERDADERO,FALSO,Arunachal Pradesh,27.10039878,93.61660071,POINT (93.61660071 27.10039878),News & Politics
10L1hZ9qa58,2017-11-14,TFPC,24,473988,2011,243,149,FALSO,FALSO,Dadra And Nagar Haveli,20.26657819,73.01661779999999,POINT (73.01661780000001 20.26657819),Entertainment
kJzGH0PVQHQ,2017-11-14,Filmylooks,24,464015,492,293,66,FALSO,FALSO,Himachal Pradesh,31.10002545,77.16659704,POINT (77.16659704 31.10002545),Entertainment
KObFEYCaRx8,2017-11-14,Top Telugu Media,24,118223,520,53,23,FALSO,FALSO,Andaman And Nicobar,11.66702557,92.73598262,POINT (92.73598262 11.66702557),Entertainment
Prb_osSVE0M,2017-11-14,ABN Telugu,25,156085,716,53,0,VERDADERO,FALSO,Manipur,24.79997072,93.95001705,POINT (93.95001705 24.79997072),News & Politics
KHxdrECEsD0,2017-11-14,The Voice India Kids,24,472413,2611,250,174,FALSO,FALSO,Uttaranchal,30.32040895,78.05000565,POINT (78.05000565 30.32040895),Entertainment
7gShaSuK_PY,2017-11-14,Next Gen,22,89531,238,59,18,FALSO,FALSO,Madhya Pradesh,21.30039105,76.13001949,POINT (76.13001949 21.30039105),People & Blogs
0SMKG3SRGzQ,2017-11-14,TV9 Telugu,19,176472,588,52,23,FALSO,FALSO,Uttar Pradesh,27.59998069,78.05000565,POINT (78.05000565 27.59998069),Travel & Events
znOC3IU0dF8,2017-11-14,News Mantra,24,55178,45,94,15,FALSO,FALSO,Rajasthan,26.44999921,74.63998124,POINT (74.63998124 26.44999921),Entertainment
z3V9LUA6VQM,2017-11-14,OmFut,24,236710,858,197,66,FALSO,FALSO,Rajasthan,26.44999921,74.63998124,POINT (74.63998124 26.44999921),Entertainment
tFM-GNSeXzw,2017-11-14,Hindi Khabar,25,85432,114,91,13,FALSO,FALSO,Delhi,28.6699929,77.23000403,POINT (77.23000403 28.6699929),News & Politics
MF9ovM9y0PE,2017-11-14,DREAMS N BEYOND,1,249423,7861,68,364,FALSO,FALSO,Karnataka,12.57038129,76.91999711,POINT (76.91999711 12.57038129),Film & Animation
EJVvdjDGnak,2017-11-14,Top Telugu TV,24,256199,318,123,35,FALSO,FALSO,Tripura,23.83540428,91.27999914,POINT (91.27999914 23.83540428),Entertainment
Ukjn7A9L7vY,2017-11-14,SDI Channel,27,137438,3926,249,131,FALSO,FALSO,Nagaland,25.6669979,94.11657019,POINT (94.11657019 25.6669979),Education
gW4Su5wq0b8,2017-11-14,Vijay Television,24,261202,1971,126,201,FALSO,FALSO,Nagaland,25.6669979,94.11657019,POINT (94.11657019 25.6669979),Entertainment
P-pycrmifwU,2017-11-14,NewsQube,24,423009,1514,347,118,FALSO,FALSO,Rajasthan,26.44999921,74.63998124,POINT (74.63998124 26.44999921),Entertainment
jElRtesCnlA,2017-11-14,Sathiyam News,25,33533,0,0,10,FALSO,VERDADERO,Himachal Pradesh,31.10002545,77.16659704,POINT (77.16659704 31.10002545),News & Politics
q3eBCWAwVpo,2017-11-14,NTV Telugu,25,75834,160,15,9,FALSO,FALSO,Tripura,23.83540428,91.27999914,POINT (91.27999914 23.83540428),News & Politics
qP67alYxSiU,2017-11-14,HOTNEWS TELUGU,26,128851,0,0,0,VERDADERO,VERDADERO,Meghalaya,25.57049217,91.8800142,POINT (91.88001420000001 25.57049217),Howto & Style
pbFr2Vb5hK0,2017-11-14,Gopi Sundar Music Company,10,56430,244,94,43,FALSO,FALSO,Punjab,31.51997398,75.98000281,POINT (75.98000281 31.51997398),Music
Yvp9jUJtMuY,2017-11-14,ETV Plus India,23,309490,1560,200,108,FALSO,FALSO,Maharashtra,19.25023195,73.16017493,POINT (73.16017493 19.25023195),Comedy
7yTWI873yfg,2017-11-14,Saas Bahu Aur Betiyaan,24,334780,1307,230,744,FALSO,FALSO,Tripura,23.83540428,91.27999914,POINT (91.27999914 23.83540428),Entertainment
q0-SCcsuSSs,2017-11-14,I News,25,23932,0,0,7,FALSO,VERDADERO,Bihar,25.78541445,87.4799727,POINT (87.4799727 25.78541445),News & Politics
l3fRny54z4U,2017-11-14,Asianet,24,54861,247,20,10,FALSO,FALSO,Delhi,28.6699929,77.23000403,POINT (77.23000403 28.6699929),Entertainment
yPOnlqGGGGU,2017-11-14,mallemalatv,24,255707,2267,121,338,FALSO,FALSO,West Bengal,22.58039044,88.32994665,POINT (88.32994665 22.58039044),Entertainment
MXH7yFFl3fE,2017-11-14,AstroMitram,22,97522,838,189,49,FALSO,FALSO,Punjab,31.51997398,75.98000281,POINT (75.98000281 31.51997398),People & Blogs
UTVFNrRwL1o,2017-11-14,BiscootTV,24,692359,2523,618,194,FALSO,FALSO,Delhi,28.6699929,77.23000403,POINT (77.23000403 28.6699929),Entertainment
hDUel4MX-Fw,2017-11-14,Study IQ education,27,47352,2240,31,543,FALSO,FALSO,Puducherry,11.93499371,79.83000037,POINT (79.83000036999999 11.93499371),Education
K6JyjjNnTlg,2017-11-14,NewsGlitz - Next Generation Tamil News Channel,25,114466,1580,163,255,FALSO,FALSO,Rajasthan,26.44999921,74.63998124,POINT (74.63998124 26.44999921),News & Politics
TuOBfQRXwhQ,2017-11-14,Brijnaari Sumi,22,109594,790,189,145,FALSO,FALSO,Tripura,23.83540428,91.27999914,POINT (91.27999914 23.83540428),People & Blogs
y6YY8-k9Cwg,2017-11-14,SeeKen,27,103239,7191,91,746,FALSO,FALSO,Sikkim,27.3333303,88.6166475,POINT (88.6166475 27.3333303),Education
1WTtrHW7uw8,2017-11-14,BookMyTV,24,150806,1311,508,740,FALSO,FALSO,Tripura,23.83540428,91.27999914,POINT (91.27999914 23.83540428),Entertainment
w5qMOyPuUqU,2017-11-14,RadaanMedia,24,170707,1152,178,166,FALSO,FALSO,Karnataka,12.57038129,76.91999711,POINT (76.91999711 12.57038129),Entertainment
4tEqzEo5uKY,2017-11-14,SumanTV,26,77888,889,75,44,FALSO,FALSO,Goa,15.491997,73.81800065,POINT (73.81800065 15.491997),Howto & Style
8vBjlhp73hU,2017-11-14,Around Telugu,24,154502,543,15,15,FALSO,FALSO,Sikkim,27.3333303,88.6166475,POINT (88.6166475 27.3333303),Entertainment
WPuhu6dYyQY,2017-11-14,Sony PAL,43,433053,938,298,119,FALSO,FALSO,Tamil Nadu,12.92038576,79.15004187,POINT (79.15004187 12.92038576),Shows
XjF2n3NaoSk,2017-11-14,Pradeep Machiraju,22,1025941,6019,234,280,FALSO,FALSO,Maharashtra,19.25023195,73.16017493,POINT (73.16017493 19.25023195),People & Blogs
RWTutjJA1I4,2017-11-14,Manorama News,25,93662,33,5,10,FALSO,FALSO,Chhattisgarh,22.09042035,82.15998734,POINT (82.15998734 22.09042035),News & Politics
xjFKfAudCOo,2017-11-14,Dream Warrior Pictures,1,696515,12397,449,385,FALSO,FALSO,Manipur,24.79997072,93.95001705,POINT (93.95001705 24.79997072),Film & Animation
Mwn4zdD51Kc,2017-11-14,Magical Nuskhe,26,74888,663,71,14,FALSO,FALSO,Jharkhand,23.80039349,86.41998572,POINT (86.41998572 23.80039349),Howto & Style
AHWTbKVpukU,2017-11-14,TeluguOne,23,162637,1302,228,408,FALSO,FALSO,Delhi,28.6699929,77.23000403,POINT (77.23000403 28.6699929),Comedy
gWZwfjfgwGs,2017-11-14,Think Music India,10,544102,13384,438,409,FALSO,FALSO,Mizoram,23.71039899,92.72001461,POINT (92.72001461000001 23.71039899),Music
Ny_-eMpu95Q,2017-11-14,Polimer News,25,52312,547,25,59,FALSO,FALSO,Uttaranchal,30.32040895,78.05000565,POINT (78.05000565 30.32040895),News & Politics
KskjXRkmJW4,2017-11-14,a2z Media,24,90826,104,85,20,FALSO,FALSO,Uttaranchal,30.32040895,78.05000565,POINT (78.05000565 30.32040895),Entertainment
7BUEKSFwk7Q,2017-11-14,only ias,27,23114,0,0,0,VERDADERO,VERDADERO,Punjab,31.51997398,75.98000281,POINT (75.98000281 31.51997398),Education
EU-y4Y7khJU,2017-11-14,V6 News Telugu,25,357019,2487,219,326,FALSO,FALSO,Karnataka,12.57038129,76.91999711,POINT (76.91999711 12.57038129),News & Politics
pw3iSkTRJWw,2017-11-14,THIRU TV,24,117022,466,135,24,FALSO,FALSO,Dadra And Nagar Haveli,20.26657819,73.01661779999999,POINT (73.01661780000001 20.26657819),Entertainment
NTiSvK7c810,2017-11-14,TAMIL CINEMA CINI MINI,25,32811,48,27,1,FALSO,FALSO,Rajasthan,26.44999921,74.63998124,POINT (74.63998124 26.44999921),News & Politics
g7BHnHzwOVo,2017-11-14,The HunGama Films - Ab Mauj Legi Dilli,24,263844,9983,677,514,FALSO,FALSO,Madhya Pradesh,21.30039105,76.13001949,POINT (76.13001949 21.30039105),Entertainment
tA-cUlv-3Z8,2017-11-14,Thanthi TV,25,202926,2057,244,896,FALSO,FALSO,Delhi,28.6699929,77.23000403,POINT (77.23000403 28.6699929),News & Politics
PVyuSPi0brM,2017-11-14,Ayurved Samadhan,26,24700,360,30,13,FALSO,FALSO,Tamil Nadu,12.92038576,79.15004187,POINT (79.15004187 12.92038576),Howto & Style
sOwXjFMy17Y,2017-11-14,local telugu,22,55523,220,41,5,FALSO,FALSO,Punjab,31.51997398,75.98000281,POINT (75.98000281 31.51997398),People & Blogs
r0wnuv1X1Z0,2017-11-14,ETV Telangana,25,24276,1,1,1,FALSO,FALSO,Jammu And Kashmir,34.29995933,74.46665849,POINT (74.46665849 34.29995933),News & Politics
WZIsINLpDcA,2017-11-14,Saregama TVShows,24,58675,226,23,30,FALSO,FALSO,Tamil Nadu,12.92038576,79.15004187,POINT (79.15004187 12.92038576),Entertainment
KPSK2qOPvuU,2017-11-14,Nisha Madhulika,26,73579,2095,84,547,FALSO,FALSO,Delhi,28.6699929,77.23000403,POINT (77.23000403 28.6699929),Howto & Style
XU6iH5LHwDw,2017-11-14,Mana Telugu,22,65054,349,28,0,VERDADERO,FALSO,Dadra And Nagar Haveli,20.26657819,73.01661779999999,POINT (73.01661780000001 20.26657819),People & Blogs
4f20l8mdBh0,2017-11-14,Mulakuppadam Films,24,132421,3509,89,294,FALSO,FALSO,Assam,26.7499809,94.21666744,POINT (94.21666743999999 26.7499809),Entertainment
Jwa0Qh1muyA,2017-11-14,Tollywood Nagar,24,58019,87,31,0,VERDADERO,FALSO,Uttaranchal,30.32040895,78.05000565,POINT (78.05000565 30.32040895),Entertainment
SDG5U00mS_U,2017-11-14,Adda247 :Official Channel of BankersAdda & SSCAdda,27,12790,234,22,46,FALSO,FALSO,Bihar,25.78541445,87.4799727,POINT (87.4799727 25.78541445),Education
Uf_rqW2yTgs,2017-11-14,9Roses Media,24,75843,55,35,4,FALSO,FALSO,Orissa,19.82042971,85.90001746,POINT (85.90001746 19.82042971),Entertainment
tzlF8oZd2BU,2017-11-14,Murari Ki Kocktail,1,269593,3931,390,640,FALSO,FALSO,Mizoram,23.71039899,92.72001461,POINT (92.72001461000001 23.71039899),Film & Animation
hJ6nM40tuKQ,2017-11-14,Malayalam Media,24,209606,3739,118,245,FALSO,FALSO,Nagaland,25.6669979,94.11657019,POINT (94.11657019 25.6669979),Entertainment
3BF-iAMjciE,2017-11-14,ZEE 24 TAAS,25,37616,17,0,5,FALSO,FALSO,Jammu And Kashmir,34.29995933,74.46665849,POINT (74.46665849 34.29995933),News & Politics
_Qh5u5U9h80,2017-11-14,Flowers Comedy,24,482839,3978,248,848,FALSO,FALSO,Delhi,28.6699929,77.23000403,POINT (77.23000403 28.6699929),Entertainment
6I2yAoxBRtI,2017-11-14,Frogs Lehren,1,181117,3218,222,517,FALSO,FALSO,Orissa,19.82042971,85.90001746,POINT (85.90001746 19.82042971),Film & Animation
u84lPMD6UaE,2017-11-14,NewsMax,24,146859,421,52,5,FALSO,FALSO,Madhya Pradesh,21.30039105,76.13001949,POINT (76.13001949 21.30039105),Entertainment
UtqE056lqas,2017-11-14,zeemarathi,24,78447,241,11,13,FALSO,FALSO,Himachal Pradesh,31.10002545,77.16659704,POINT (77.16659704 31.10002545),Entertainment
ZJaR1RPrvkA,2017-11-14,Bhojpuri Tube,24,218178,1373,214,118,FALSO,FALSO,Karnataka,12.57038129,76.91999711,POINT (76.91999711 12.57038129),Entertainment
7HTw1Jz5lcQ,2017-11-14,SANDALWOOD REVIEWS,1,103665,566,66,76,FALSO,FALSO,Goa,15.491997,73.81800065,POINT (73.81800065 15.491997),Film & Animation
yqV4godQ7Xk,2017-11-14,iDream Telugu Movies,24,277050,2131,113,538,FALSO,FALSO,Andhra Pradesh,14.7504291,78.57002559,POINT (78.57002559 14.7504291),Entertainment
Svdb9YT86vc,2017-11-14,Gossip Adda,24,109580,391,73,18,FALSO,FALSO,Uttar Pradesh,27.59998069,78.05000565,POINT (78.05000565 27.59998069),Entertainment
h6Z9mmSNJcw,2017-11-14,Health Tips - Hakim Bari,26,298998,1260,371,0,VERDADERO,FALSO,Andhra Pradesh,14.7504291,78.57002559,POINT (78.57002559 14.7504291),Howto & Style
A_XgvSkbCvM,2017-11-14,Cinemakkaryam,24,17006,287,2,11,FALSO,FALSO,Himachal Pradesh,31.10002545,77.16659704,POINT (77.16659704 31.10002545),Entertainment
uzcHSrzwp9I,2017-11-14,TamilCrowd,24,377572,1717,170,55,FALSO,FALSO,Chandigarh,30.71999697,76.78000565,POINT (76.78000565000001 30.71999697),Entertainment
B6IxqP9z9XE,2017-11-14,Tamil Pokkisham,24,134307,1762,104,437,FALSO,FALSO,Assam,26.7499809,94.21666744,POINT (94.21666743999999 26.7499809),Entertainment
BwIw80nybkU,2017-11-14,SAB TV,24,277839,1167,162,87,FALSO,FALSO,Bihar,25.78541445,87.4799727,POINT (87.4799727 25.78541445),Entertainment
7RGnOALpYCk,2017-11-14,Tarang TV,24,85165,244,41,16,FALSO,FALSO,Uttaranchal,30.32040895,78.05000565,POINT (78.05000565 30.32040895),Entertainment
Rhq6uJkoy_o,2017-11-14,Om Namoh Narayan,27,69426,1112,125,0,VERDADERO,FALSO,Rajasthan,26.44999921,74.63998124,POINT (74.63998124 26.44999921),Education
xnvlaasnhHg,2017-11-14,Film Jalsa,24,16825,31,12,2,FALSO,FALSO,Delhi,28.6699929,77.23000403,POINT (77.23000403 28.6699929),Entertainment
JsZ2yyIXOSE,2017-11-14,Oneindia Tamil | ஒன்இந்தியா தமிழ்,25,84097,352,44,47,FALSO,FALSO,Jharkhand,23.80039349,86.41998572,POINT (86.41998572 23.80039349),News & Politics
1wqsTGkFHoE,2017-11-14,Anokhe totke,22,367797,2254,605,0,VERDADERO,FALSO,Andaman And Nicobar,11.66702557,92.73598262,POINT (92.73598262 11.66702557),People & Blogs
_fJSu5naKX4,2017-11-14,etvteluguindia,24,315154,842,219,183,FALSO,FALSO,Uttaranchal,30.32040895,78.05000565,POINT (78.05000565 30.32040895),Entertainment
3FxCSn3d1f4,2017-11-14,SUNDAY SUSPENSE,24,26675,540,21,75,FALSO,FALSO,Himachal Pradesh,31.10002545,77.16659704,POINT (77.16659704 31.10002545),Entertainment
0Gf19Rue4zA,2017-11-14,What The Fukrey,24,185537,7629,734,607,FALSO,FALSO,Meghalaya,25.57049217,91.8800142,POINT (91.88001420000001 25.57049217),Entertainment
cRxYTelqWOg,2017-11-14,political bench,25,66463,622,50,28,FALSO,FALSO,Rajasthan,26.44999921,74.63998124,POINT (74.63998124 26.44999921),News & Politics
puBq9Z5TpEw,2017-11-14,SOUTH FDFS,22,36092,106,58,3,FALSO,FALSO,Manipur,24.79997072,93.95001705,POINT (93.95001705 24.79997072),People & Blogs
BhZx-ZEz0_Y,2017-11-14,First Show,24,35431,51,32,9,FALSO,FALSO,Himachal Pradesh,31.10002545,77.16659704,POINT (77.16659704 31.10002545),Entertainment
deKWUn7r-_8,2017-11-14,Video121,25,59708,151,37,11,FALSO,FALSO,Arunachal Pradesh,27.10039878,93.61660071,POINT (93.61660071 27.10039878),News & Politics
bDDZLQw8Wb4,2017-11-14,VisionTimeTamil,24,182209,970,152,107,FALSO,FALSO,Bihar,25.78541445,87.4799727,POINT (87.4799727 25.78541445),Entertainment
AL1RsbakLx4,2017-11-14,FilmiBeat,24,249737,1303,483,411,FALSO,FALSO,Uttaranchal,30.32040895,78.05000565,POINT (78.05000565 30.32040895),Entertainment
NhyolxnS-Qs,2017-11-14,Sheorans,24,204351,5192,480,303,FALSO,FALSO,West Bengal,22.58039044,88.32994665,POINT (88.32994665 22.58039044),Entertainment
zWAjEtFkMgY,2017-11-14,muluguastro,22,37384,164,32,6,FALSO,FALSO,Jammu And Kashmir,34.29995933,74.46665849,POINT (74.46665849 34.29995933),People & Blogs
fRY7UWGFvdc,2017-11-14,Malayalam News Time,22,197122,0,0,130,FALSO,VERDADERO,Jammu And Kashmir,34.29995933,74.46665849,POINT (74.46665849 34.29995933),People & Blogs
Dxg-ELOg-L4,2017-11-14,Cineulagam,24,94383,168,18,23,FALSO,FALSO,Himachal Pradesh,31.10002545,77.16659704,POINT (77.16659704 31.10002545),Entertainment
m5HsZ4lYtv4,2017-11-14,Stars and News,22,121361,1364,75,78,FALSO,FALSO,Lakshadweep,10.56257331,72.63686717,POINT (72.63686717 10.56257331),People & Blogs
a8hFBXnqo0k,2017-11-14,The Times of India,25,50220,15,0,3,FALSO,FALSO,Madhya Pradesh,21.30039105,76.13001949,POINT (76.13001949 21.30039105),News & Politics
XVPpvn9vQDU,2017-11-14,Mazhavil Manorama,24,96306,52,75,41,FALSO,FALSO,Bihar,25.78541445,87.4799727,POINT (87.4799727 25.78541445),Entertainment
NX23eK3ud10,2017-11-14,Daily Post Punjabi,25,42032,243,32,104,FALSO,FALSO,Sikkim,27.3333303,88.6166475,POINT (88.6166475 27.3333303),News & Politics
JFe_OFPYKQY,2017-11-14,Abp Majha,25,71272,309,38,66,FALSO,FALSO,Sikkim,27.3333303,88.6166475,POINT (88.6166475 27.3333303),News & Politics
oGoABVPTDQA,2017-11-14,Black Sheep,24,90034,1948,183,145,FALSO,FALSO,Manipur,24.79997072,93.95001705,POINT (93.95001705 24.79997072),Entertainment
qEf_2YN1XaA,2017-11-14,UnErase Poetry,24,25844,1440,22,71,FALSO,FALSO,Arunachal Pradesh,27.10039878,93.61660071,POINT (93.61660071 27.10039878),Entertainment
xzEbOteUiRY,2017-11-14,Emm Pee,29,51575,0,0,0,VERDADERO,VERDADERO,Chhattisgarh,22.09042035,82.15998734,POINT (82.15998734 22.09042035),Nonprofits & Activism
jvcBAsE72Lc,2017-11-14,OneVision Telugu,24,7125,18,0,0,FALSO,FALSO,Chhattisgarh,22.09042035,82.15998734,POINT (82.15998734 22.09042035),Entertainment
ul6tkHoVFg0,2017-11-14,jaby koay,24,158126,3477,136,435,FALSO,FALSO,Kerala,8.900372741,76.56999263,POINT (76.56999263 8.900372741),Entertainment
HilwZ2E5PX8,2017-11-14,V9 Media,25,31421,57,12,4,FALSO,FALSO,Dadra And Nagar Haveli,20.26657819,73.01661779999999,POINT (73.01661780000001 20.26657819),News & Politics
V4olAUYK6aE,2017-11-14,Mahendra Guru : Online Videos For Govt. Exams,27,14018,764,9,102,FALSO,FALSO,Orissa,19.82042971,85.90001746,POINT (85.90001746 19.82042971),Education
Yx6FaFVw9NY,2017-11-14,Calvary Temple Hyderabad,22,15107,1090,6,133,FALSO,FALSO,Sikkim,27.3333303,88.6166475,POINT (88.6166475 27.3333303),People & Blogs
reoTUboruJ0,2017-11-14,TV9 Entertainment,24,20463,111,20,23,FALSO,FALSO,Maharashtra,19.25023195,73.16017493,POINT (73.16017493 19.25023195),Entertainment
xNfzGWB34b4,2017-11-14,citizen journalist,24,23082,31,12,7,FALSO,FALSO,Lakshadweep,10.56257331,72.63686717,POINT (72.63686717 10.56257331),Entertainment
t_vpgs7aDco,2017-11-14,Tollywood Mirapakai,24,19567,171,28,204,FALSO,FALSO,Jharkhand,23.80039349,86.41998572,POINT (86.41998572 23.80039349),Entertainment
rx5dx6HxBgg,2017-11-14,CINEMA LOKA,24,34206,24,44,21,FALSO,FALSO,Puducherry,11.93499371,79.83000037,POINT (79.83000036999999 11.93499371),Entertainment
82Xuew50Dh4,2017-11-14,zoom,24,55908,452,18,30,FALSO,FALSO,Himachal Pradesh,31.10002545,77.16659704,POINT (77.16659704 31.10002545),Entertainment
t7I8EBOTx8Y,2017-11-14,Manorama Music Songs,10,37786,1102,28,54,FALSO,FALSO,Manipur,24.79997072,93.95001705,POINT (93.95001705 24.79997072),Music
-90fWzjVM7w,2017-11-14,Trending Tamilnadu,28,64656,392,47,83,FALSO,FALSO,Puducherry,11.93499371,79.83000037,POINT (79.83000036999999 11.93499371),Science & Technology
WYV4afdFEvs,2017-11-14,Natural HealthCare,26,98212,670,87,108,FALSO,FALSO,Karnataka,12.57038129,76.91999711,POINT (76.91999711 12.57038129),Howto & Style
ziOwvxFoLw0,2017-11-14,REPORTER LIVE,25,92089,895,137,533,FALSO,FALSO,Uttaranchal,30.32040895,78.05000565,POINT (78.05000565 30.32040895),News & Politics
JBFmDaNsofY,2017-11-14,chandanavana,24,63293,172,20,1,FALSO,FALSO,Puducherry,11.93499371,79.83000037,POINT (79.83000036999999 11.93499371),Entertainment
ifqJNMRupEU,2017-11-14,News VIdeo,22,7573,1,1,2,FALSO,FALSO,Jammu And Kashmir,34.29995933,74.46665849,POINT (74.46665849 34.29995933),People & Blogs
NgsoF5QeG4c,2017-11-14,Red Pix 24x7,25,22933,83,28,17,FALSO,FALSO,Kerala,8.900372741,76.56999263,POINT (76.56999263 8.900372741),News & Politics
CgbZnZrE9OM,2017-11-14,Irahul Vohra,23,70810,3768,191,257,FALSO,FALSO,Himachal Pradesh,31.10002545,77.16659704,POINT (77.16659704 31.10002545),Comedy
cA3fSbbeLqI,2017-11-14,Modi again in 2019,25,69459,351,70,190,FALSO,FALSO,Mizoram,23.71039899,92.72001461,POINT (92.72001461000001 23.71039899),News & Politics
DWC2o_h5wP0,2017-11-14,India News DastaK,22,82449,1305,83,73,FALSO,FALSO,Tripura,23.83540428,91.27999914,POINT (91.27999914 23.83540428),People & Blogs
SF-ObMCb-Ac,2017-11-14,Chinnathirai Seithigal,24,58815,131,37,3,FALSO,FALSO,Nagaland,25.6669979,94.11657019,POINT (94.11657019 25.6669979),Entertainment
F9Fd3AUaOC4,2017-11-14,Warangal Diaries,23,68808,4664,99,760,FALSO,FALSO,Chandigarh,30.71999697,76.78000565,POINT (76.78000565000001 30.71999697),Comedy
s6pM3FlBcAw,2017-11-14,TOP 10 STAR,27,103975,162,54,12,FALSO,FALSO,Assam,26.7499809,94.21666744,POINT (94.21666743999999 26.7499809),Education
t-3rtU-91OU,2017-11-14,Vikatan TV,25,64197,904,99,130,FALSO,FALSO,Bihar,25.78541445,87.4799727,POINT (87.4799727 25.78541445),News & Politics
g7SdBlW1Zj8,2017-11-14,Cinema Politics,25,47328,1053,30,75,FALSO,FALSO,Arunachal Pradesh,27.10039878,93.61660071,POINT (93.61660071 27.10039878),News & Politics
HroHi1lUg6M,2017-11-14,Sandalwood Studios,22,40355,76,43,14,FALSO,FALSO,Mizoram,23.71039899,92.72001461,POINT (92.72001461000001 23.71039899),People & Blogs
13zgNDLHfyk,2017-11-14,Nakkheeran TV,25,85832,423,94,120,FALSO,FALSO,Punjab,31.51997398,75.98000281,POINT (75.98000281 31.51997398),News & Politics
GuO4gJs9BFs,2017-11-14,Mor Haryanvi,24,279282,2560,292,263,FALSO,FALSO,Lakshadweep,10.56257331,72.63686717,POINT (72.63686717 10.56257331),Entertainment
NDuOXWe4KW8,2017-11-14,Kollywood Talk,2,62151,843,67,48,FALSO,FALSO,Madhya Pradesh,21.30039105,76.13001949,POINT (76.13001949 21.30039105),Autos & Vehicles
kwGrQZUXBus,2017-11-14,Smile Settai,23,81117,1237,90,80,FALSO,FALSO,Chandigarh,30.71999697,76.78000565,POINT (76.78000565000001 30.71999697),Comedy
JtSoHMVvKG8,2017-11-14,Kannada Health Tips,24,72644,44,44,0,VERDADERO,FALSO,Lakshadweep,10.56257331,72.63686717,POINT (72.63686717 10.56257331),Entertainment
Lww6RzTwTpE,2017-11-14,Trending News,24,81305,104,52,5,FALSO,FALSO,Puducherry,11.93499371,79.83000037,POINT (79.83000036999999 11.93499371),Entertainment
1r4NI9_rC8A,2017-11-14,tamilcinemareview,1,194888,4711,263,416,FALSO,FALSO,Bihar,25.78541445,87.4799727,POINT (87.4799727 25.78541445),Film & Animation
ntBIQF7TOW4,2017-11-14,Kumar Films,10,204389,2687,145,101,FALSO,FALSO,Andaman And Nicobar,11.66702557,92.73598262,POINT (92.73598262 11.66702557),Music
2nTvmoZNr9E,2017-11-14,Entertainment Era,24,177563,292,40,20,FALSO,FALSO,Himachal Pradesh,31.10002545,77.16659704,POINT (77.16659704 31.10002545),Entertainment
7z90pkNWBlw,2017-11-14,Amaravathi Media,25,50914,868,32,42,FALSO,FALSO,Maharashtra,19.25023195,73.16017493,POINT (73.16017493 19.25023195),News & Politics
7zCrBCsRcDc,2017-11-14,zeetvtelugu,24,141759,175,46,50,FALSO,FALSO,Uttar Pradesh,27.59998069,78.05000565,POINT (78.05000565 27.59998069),Entertainment
LwVz-MSPCcA,2017-11-14,Aaj Tak,25,60541,249,65,10,FALSO,FALSO,Arunachal Pradesh,27.10039878,93.61660071,POINT (93.61660071 27.10039878),News & Politics
pzRaJ63e-fg,2017-11-14,Put Chutney,24,68992,2769,209,585,FALSO,FALSO,Maharashtra,19.25023195,73.16017493,POINT (73.16017493 19.25023195),Entertainment
9qMbaOzubCc,2017-11-14,asianetnews,25,66231,203,42,23,FALSO,FALSO,Lakshadweep,10.56257331,72.63686717,POINT (72.63686717 10.56257331),News & Politics
LY-RHT8xF5I,2017-11-14,ABC Malayalam,22,206015,142,56,11,FALSO,FALSO,Maharashtra,19.25023195,73.16017493,POINT (73.16017493 19.25023195),People & Blogs
UZZJT2dN1QM,2017-11-14,zeetv,24,376679,1308,63,74,FALSO,FALSO,Mizoram,23.71039899,92.72001461,POINT (92.72001461000001 23.71039899),Entertainment
iTdm-HsOdNs,2017-11-14,Zee Music Company,10,12408,113,22,36,FALSO,FALSO,Maharashtra,19.25023195,73.16017493,POINT (73.16017493 19.25023195),Music
rOR5PJgR0DQ,2017-11-14,AroMal Ar,23,100662,2021,453,242,FALSO,FALSO,Goa,15.491997,73.81800065,POINT (73.81800065 15.491997),Comedy
4TStX6b0uJ0,2017-11-14,Malayalam Muzik247,10,42923,908,126,92,FALSO,FALSO,Dadra And Nagar Haveli,20.26657819,73.01661779999999,POINT (73.01661780000001 20.26657819),Music
QYNymjtl_QE,2017-11-14,Shri Devkinandan Thakur Ji,22,20086,1059,28,61,FALSO,FALSO,Tripura,23.83540428,91.27999914,POINT (91.27999914 23.83540428),People & Blogs
DckjtlTRxxw,2017-11-14,JOBY VAYALUNKAL,1,14480,285,16,18,FALSO,FALSO,Kerala,8.900372741,76.56999263,POINT (76.56999263 8.900372741),Film & Animation
cVYWO4aOhis,2017-11-14,CHIRRAVURI FOUNDATION,22,23421,181,19,24,FALSO,FALSO,Uttaranchal,30.32040895,78.05000565,POINT (78.05000565 30.32040895),People & Blogs
4q8gvlRQh84,2017-11-14,Chandragiri Subbu,24,54848,1520,61,166,FALSO,FALSO,Karnataka,12.57038129,76.91999711,POINT (76.91999711 12.57038129),Entertainment
OZU2E50G4KI,2017-11-14,Ankur Narula Ministries,29,17726,887,21,96,FALSO,FALSO,Meghalaya,25.57049217,91.8800142,POINT (91.88001420000001 25.57049217),Nonprofits & Activism
